"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+",2022-01-09,2022-01-09,"0 day ahead inc hosp","mean",NA,5794,"COVID-19"
"DE","00+",2022-01-09,2022-01-09,"0 day ahead inc hosp","quantile",0.025,4396,"COVID-19"
"DE","00+",2022-01-09,2022-01-09,"0 day ahead inc hosp","quantile",0.1,4789,"COVID-19"
"DE","00+",2022-01-09,2022-01-09,"0 day ahead inc hosp","quantile",0.25,5196,"COVID-19"
"DE","00+",2022-01-09,2022-01-09,"0 day ahead inc hosp","quantile",0.5,5714,"COVID-19"
"DE","00+",2022-01-09,2022-01-09,"0 day ahead inc hosp","quantile",0.75,6304,"COVID-19"
"DE","00+",2022-01-09,2022-01-09,"0 day ahead inc hosp","quantile",0.9,6900,"COVID-19"
"DE","00+",2022-01-09,2022-01-09,"0 day ahead inc hosp","quantile",0.975,7642,"COVID-19"
"DE","00+",2022-01-09,2022-01-08,"-1 day ahead inc hosp","mean",NA,5823,"COVID-19"
"DE","00+",2022-01-09,2022-01-08,"-1 day ahead inc hosp","quantile",0.025,4444,"COVID-19"
"DE","00+",2022-01-09,2022-01-08,"-1 day ahead inc hosp","quantile",0.1,4826,"COVID-19"
"DE","00+",2022-01-09,2022-01-08,"-1 day ahead inc hosp","quantile",0.25,5227,"COVID-19"
"DE","00+",2022-01-09,2022-01-08,"-1 day ahead inc hosp","quantile",0.5,5740,"COVID-19"
"DE","00+",2022-01-09,2022-01-08,"-1 day ahead inc hosp","quantile",0.75,6329,"COVID-19"
"DE","00+",2022-01-09,2022-01-08,"-1 day ahead inc hosp","quantile",0.9,6928,"COVID-19"
"DE","00+",2022-01-09,2022-01-08,"-1 day ahead inc hosp","quantile",0.975,7676,"COVID-19"
"DE","00+",2022-01-09,2022-01-07,"-2 day ahead inc hosp","mean",NA,5578,"COVID-19"
"DE","00+",2022-01-09,2022-01-07,"-2 day ahead inc hosp","quantile",0.025,4415,"COVID-19"
"DE","00+",2022-01-09,2022-01-07,"-2 day ahead inc hosp","quantile",0.1,4740,"COVID-19"
"DE","00+",2022-01-09,2022-01-07,"-2 day ahead inc hosp","quantile",0.25,5079,"COVID-19"
"DE","00+",2022-01-09,2022-01-07,"-2 day ahead inc hosp","quantile",0.5,5511,"COVID-19"
"DE","00+",2022-01-09,2022-01-07,"-2 day ahead inc hosp","quantile",0.75,6004,"COVID-19"
"DE","00+",2022-01-09,2022-01-07,"-2 day ahead inc hosp","quantile",0.9,6504,"COVID-19"
"DE","00+",2022-01-09,2022-01-07,"-2 day ahead inc hosp","quantile",0.975,7126,"COVID-19"
"DE","00+",2022-01-09,2022-01-06,"-3 day ahead inc hosp","mean",NA,5736,"COVID-19"
"DE","00+",2022-01-09,2022-01-06,"-3 day ahead inc hosp","quantile",0.025,4715,"COVID-19"
"DE","00+",2022-01-09,2022-01-06,"-3 day ahead inc hosp","quantile",0.1,5003,"COVID-19"
"DE","00+",2022-01-09,2022-01-06,"-3 day ahead inc hosp","quantile",0.25,5302,"COVID-19"
"DE","00+",2022-01-09,2022-01-06,"-3 day ahead inc hosp","quantile",0.5,5680,"COVID-19"
"DE","00+",2022-01-09,2022-01-06,"-3 day ahead inc hosp","quantile",0.75,6109,"COVID-19"
"DE","00+",2022-01-09,2022-01-06,"-3 day ahead inc hosp","quantile",0.9,6543,"COVID-19"
"DE","00+",2022-01-09,2022-01-06,"-3 day ahead inc hosp","quantile",0.975,7081,"COVID-19"
"DE","00+",2022-01-09,2022-01-05,"-4 day ahead inc hosp","mean",NA,5730,"COVID-19"
