"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+",2021-12-31,2021-12-31,"0 day ahead inc hosp","mean",NA,6193,"COVID-19"
"DE","00+",2021-12-31,2021-12-31,"0 day ahead inc hosp","quantile",0.025,4538,"COVID-19"
"DE","00+",2021-12-31,2021-12-31,"0 day ahead inc hosp","quantile",0.1,5007,"COVID-19"
"DE","00+",2021-12-31,2021-12-31,"0 day ahead inc hosp","quantile",0.25,5491,"COVID-19"
"DE","00+",2021-12-31,2021-12-31,"0 day ahead inc hosp","quantile",0.5,6102,"COVID-19"
"DE","00+",2021-12-31,2021-12-31,"0 day ahead inc hosp","quantile",0.75,6797,"COVID-19"
"DE","00+",2021-12-31,2021-12-31,"0 day ahead inc hosp","quantile",0.9,7496,"COVID-19"
"DE","00+",2021-12-31,2021-12-31,"0 day ahead inc hosp","quantile",0.975,8362,"COVID-19"
"DE","00+",2021-12-31,2021-12-30,"-1 day ahead inc hosp","mean",NA,5997,"COVID-19"
"DE","00+",2021-12-31,2021-12-30,"-1 day ahead inc hosp","quantile",0.025,4596,"COVID-19"
"DE","00+",2021-12-31,2021-12-30,"-1 day ahead inc hosp","quantile",0.1,4990,"COVID-19"
"DE","00+",2021-12-31,2021-12-30,"-1 day ahead inc hosp","quantile",0.25,5399,"COVID-19"
"DE","00+",2021-12-31,2021-12-30,"-1 day ahead inc hosp","quantile",0.5,5918,"COVID-19"
"DE","00+",2021-12-31,2021-12-30,"-1 day ahead inc hosp","quantile",0.75,6509,"COVID-19"
"DE","00+",2021-12-31,2021-12-30,"-1 day ahead inc hosp","quantile",0.9,7106,"COVID-19"
"DE","00+",2021-12-31,2021-12-30,"-1 day ahead inc hosp","quantile",0.975,7848,"COVID-19"
"DE","00+",2021-12-31,2021-12-29,"-2 day ahead inc hosp","mean",NA,5887,"COVID-19"
"DE","00+",2021-12-31,2021-12-29,"-2 day ahead inc hosp","quantile",0.025,4761,"COVID-19"
"DE","00+",2021-12-31,2021-12-29,"-2 day ahead inc hosp","quantile",0.1,5081,"COVID-19"
"DE","00+",2021-12-31,2021-12-29,"-2 day ahead inc hosp","quantile",0.25,5410,"COVID-19"
"DE","00+",2021-12-31,2021-12-29,"-2 day ahead inc hosp","quantile",0.5,5826,"COVID-19"
"DE","00+",2021-12-31,2021-12-29,"-2 day ahead inc hosp","quantile",0.75,6297,"COVID-19"
"DE","00+",2021-12-31,2021-12-29,"-2 day ahead inc hosp","quantile",0.9,6771,"COVID-19"
"DE","00+",2021-12-31,2021-12-29,"-2 day ahead inc hosp","quantile",0.975,7358,"COVID-19"
"DE","00+",2021-12-31,2021-12-28,"-3 day ahead inc hosp","mean",NA,5802,"COVID-19"
"DE","00+",2021-12-31,2021-12-28,"-3 day ahead inc hosp","quantile",0.025,4926,"COVID-19"
"DE","00+",2021-12-31,2021-12-28,"-3 day ahead inc hosp","quantile",0.1,5177,"COVID-19"
"DE","00+",2021-12-31,2021-12-28,"-3 day ahead inc hosp","quantile",0.25,5434,"COVID-19"
"DE","00+",2021-12-31,2021-12-28,"-3 day ahead inc hosp","quantile",0.5,5757,"COVID-19"
"DE","00+",2021-12-31,2021-12-28,"-3 day ahead inc hosp","quantile",0.75,6120,"COVID-19"
"DE","00+",2021-12-31,2021-12-28,"-3 day ahead inc hosp","quantile",0.9,6484,"COVID-19"
"DE","00+",2021-12-31,2021-12-28,"-3 day ahead inc hosp","quantile",0.975,6933,"COVID-19"
"DE","00+",2021-12-31,2021-12-27,"-4 day ahead inc hosp","mean",NA,5685,"COVID-19"
"DE","00+",2021-12-31,2021-12-27,"-4 day ahead inc hosp","quantile",0.025,4993,"COVID-19"
"DE","00+",2021-12-31,2021-12-27,"-4 day ahead inc hosp","quantile",0.1,5193,"COVID-19"
"DE","00+",2021-12-31,2021-12-27,"-4 day ahead inc hosp","quantile",0.25,5397,"COVID-19"
"DE","00+",2021-12-31,2021-12-27,"-4 day ahead inc hosp","quantile",0.5,5651,"COVID-19"
"DE","00+",2021-12-31,2021-12-27,"-4 day ahead inc hosp","quantile",0.75,5937,"COVID-19"
"DE","00+",2021-12-31,2021-12-27,"-4 day ahead inc hosp","quantile",0.9,6222,"COVID-19"
"DE","00+",2021-12-31,2021-12-27,"-4 day ahead inc hosp","quantile",0.975,6572,"COVID-19"
"DE","00+",2021-12-31,2021-12-26,"-5 day ahead inc hosp","mean",NA,5744,"COVID-19"
"DE","00+",2021-12-31,2021-12-26,"-5 day ahead inc hosp","quantile",0.025,5100,"COVID-19"
"DE","00+",2021-12-31,2021-12-26,"-5 day ahead inc hosp","quantile",0.1,5286,"COVID-19"
"DE","00+",2021-12-31,2021-12-26,"-5 day ahead inc hosp","quantile",0.25,5476,"COVID-19"
"DE","00+",2021-12-31,2021-12-26,"-5 day ahead inc hosp","quantile",0.5,5712,"COVID-19"
"DE","00+",2021-12-31,2021-12-26,"-5 day ahead inc hosp","quantile",0.75,5977,"COVID-19"
"DE","00+",2021-12-31,2021-12-26,"-5 day ahead inc hosp","quantile",0.9,6242,"COVID-19"
"DE","00+",2021-12-31,2021-12-26,"-5 day ahead inc hosp","quantile",0.975,6567,"COVID-19"
"DE","00+",2021-12-31,2021-12-25,"-6 day ahead inc hosp","mean",NA,6102,"COVID-19"
"DE","00+",2021-12-31,2021-12-25,"-6 day ahead inc hosp","quantile",0.025,5452,"COVID-19"
"DE","00+",2021-12-31,2021-12-25,"-6 day ahead inc hosp","quantile",0.1,5639,"COVID-19"
"DE","00+",2021-12-31,2021-12-25,"-6 day ahead inc hosp","quantile",0.25,5829,"COVID-19"
"DE","00+",2021-12-31,2021-12-25,"-6 day ahead inc hosp","quantile",0.5,6069,"COVID-19"
"DE","00+",2021-12-31,2021-12-25,"-6 day ahead inc hosp","quantile",0.75,6338,"COVID-19"
"DE","00+",2021-12-31,2021-12-25,"-6 day ahead inc hosp","quantile",0.9,6608,"COVID-19"
"DE","00+",2021-12-31,2021-12-25,"-6 day ahead inc hosp","quantile",0.975,6940,"COVID-19"
"DE","00+",2021-12-31,2021-12-24,"-7 day ahead inc hosp","mean",NA,6717,"COVID-19"
"DE","00+",2021-12-31,2021-12-24,"-7 day ahead inc hosp","quantile",0.025,6046,"COVID-19"
"DE","00+",2021-12-31,2021-12-24,"-7 day ahead inc hosp","quantile",0.1,6237,"COVID-19"
"DE","00+",2021-12-31,2021-12-24,"-7 day ahead inc hosp","quantile",0.25,6433,"COVID-19"
"DE","00+",2021-12-31,2021-12-24,"-7 day ahead inc hosp","quantile",0.5,6680,"COVID-19"
"DE","00+",2021-12-31,2021-12-24,"-7 day ahead inc hosp","quantile",0.75,6962,"COVID-19"
"DE","00+",2021-12-31,2021-12-24,"-7 day ahead inc hosp","quantile",0.9,7244,"COVID-19"
"DE","00+",2021-12-31,2021-12-24,"-7 day ahead inc hosp","quantile",0.975,7595,"COVID-19"
"DE","00+",2021-12-31,2021-12-23,"-8 day ahead inc hosp","mean",NA,7070,"COVID-19"
"DE","00+",2021-12-31,2021-12-23,"-8 day ahead inc hosp","quantile",0.025,6437,"COVID-19"
"DE","00+",2021-12-31,2021-12-23,"-8 day ahead inc hosp","quantile",0.1,6615,"COVID-19"
"DE","00+",2021-12-31,2021-12-23,"-8 day ahead inc hosp","quantile",0.25,6800,"COVID-19"
"DE","00+",2021-12-31,2021-12-23,"-8 day ahead inc hosp","quantile",0.5,7034,"COVID-19"
"DE","00+",2021-12-31,2021-12-23,"-8 day ahead inc hosp","quantile",0.75,7302,"COVID-19"
"DE","00+",2021-12-31,2021-12-23,"-8 day ahead inc hosp","quantile",0.9,7571,"COVID-19"
"DE","00+",2021-12-31,2021-12-23,"-8 day ahead inc hosp","quantile",0.975,7907,"COVID-19"
"DE","00+",2021-12-31,2021-12-22,"-9 day ahead inc hosp","mean",NA,7346,"COVID-19"
"DE","00+",2021-12-31,2021-12-22,"-9 day ahead inc hosp","quantile",0.025,6772,"COVID-19"
"DE","00+",2021-12-31,2021-12-22,"-9 day ahead inc hosp","quantile",0.1,6933,"COVID-19"
"DE","00+",2021-12-31,2021-12-22,"-9 day ahead inc hosp","quantile",0.25,7100,"COVID-19"
"DE","00+",2021-12-31,2021-12-22,"-9 day ahead inc hosp","quantile",0.5,7313,"COVID-19"
"DE","00+",2021-12-31,2021-12-22,"-9 day ahead inc hosp","quantile",0.75,7556,"COVID-19"
"DE","00+",2021-12-31,2021-12-22,"-9 day ahead inc hosp","quantile",0.9,7801,"COVID-19"
"DE","00+",2021-12-31,2021-12-22,"-9 day ahead inc hosp","quantile",0.975,8107,"COVID-19"
"DE","00+",2021-12-31,2021-12-21,"-10 day ahead inc hosp","mean",NA,7727,"COVID-19"
"DE","00+",2021-12-31,2021-12-21,"-10 day ahead inc hosp","quantile",0.025,7218,"COVID-19"
"DE","00+",2021-12-31,2021-12-21,"-10 day ahead inc hosp","quantile",0.1,7361,"COVID-19"
"DE","00+",2021-12-31,2021-12-21,"-10 day ahead inc hosp","quantile",0.25,7509,"COVID-19"
"DE","00+",2021-12-31,2021-12-21,"-10 day ahead inc hosp","quantile",0.5,7698,"COVID-19"
"DE","00+",2021-12-31,2021-12-21,"-10 day ahead inc hosp","quantile",0.75,7914,"COVID-19"
"DE","00+",2021-12-31,2021-12-21,"-10 day ahead inc hosp","quantile",0.9,8132,"COVID-19"
"DE","00+",2021-12-31,2021-12-21,"-10 day ahead inc hosp","quantile",0.975,8403,"COVID-19"
"DE","00+",2021-12-31,2021-12-20,"-11 day ahead inc hosp","mean",NA,7907,"COVID-19"
"DE","00+",2021-12-31,2021-12-20,"-11 day ahead inc hosp","quantile",0.025,7451,"COVID-19"
"DE","00+",2021-12-31,2021-12-20,"-11 day ahead inc hosp","quantile",0.1,7579,"COVID-19"
"DE","00+",2021-12-31,2021-12-20,"-11 day ahead inc hosp","quantile",0.25,7712,"COVID-19"
"DE","00+",2021-12-31,2021-12-20,"-11 day ahead inc hosp","quantile",0.5,7881,"COVID-19"
"DE","00+",2021-12-31,2021-12-20,"-11 day ahead inc hosp","quantile",0.75,8074,"COVID-19"
"DE","00+",2021-12-31,2021-12-20,"-11 day ahead inc hosp","quantile",0.9,8269,"COVID-19"
"DE","00+",2021-12-31,2021-12-20,"-11 day ahead inc hosp","quantile",0.975,8513,"COVID-19"
"DE","00+",2021-12-31,2021-12-19,"-12 day ahead inc hosp","mean",NA,7973,"COVID-19"
"DE","00+",2021-12-31,2021-12-19,"-12 day ahead inc hosp","quantile",0.025,7535,"COVID-19"
"DE","00+",2021-12-31,2021-12-19,"-12 day ahead inc hosp","quantile",0.1,7658,"COVID-19"
"DE","00+",2021-12-31,2021-12-19,"-12 day ahead inc hosp","quantile",0.25,7785,"COVID-19"
"DE","00+",2021-12-31,2021-12-19,"-12 day ahead inc hosp","quantile",0.5,7948,"COVID-19"
"DE","00+",2021-12-31,2021-12-19,"-12 day ahead inc hosp","quantile",0.75,8133,"COVID-19"
"DE","00+",2021-12-31,2021-12-19,"-12 day ahead inc hosp","quantile",0.9,8322,"COVID-19"
"DE","00+",2021-12-31,2021-12-19,"-12 day ahead inc hosp","quantile",0.975,8556,"COVID-19"
"DE","00+",2021-12-31,2021-12-18,"-13 day ahead inc hosp","mean",NA,8208,"COVID-19"
"DE","00+",2021-12-31,2021-12-18,"-13 day ahead inc hosp","quantile",0.025,7785,"COVID-19"
"DE","00+",2021-12-31,2021-12-18,"-13 day ahead inc hosp","quantile",0.1,7902,"COVID-19"
"DE","00+",2021-12-31,2021-12-18,"-13 day ahead inc hosp","quantile",0.25,8025,"COVID-19"
"DE","00+",2021-12-31,2021-12-18,"-13 day ahead inc hosp","quantile",0.5,8182,"COVID-19"
"DE","00+",2021-12-31,2021-12-18,"-13 day ahead inc hosp","quantile",0.75,8363,"COVID-19"
"DE","00+",2021-12-31,2021-12-18,"-13 day ahead inc hosp","quantile",0.9,8546,"COVID-19"
"DE","00+",2021-12-31,2021-12-18,"-13 day ahead inc hosp","quantile",0.975,8775,"COVID-19"
"DE","00+",2021-12-31,2021-12-17,"-14 day ahead inc hosp","mean",NA,8407,"COVID-19"
"DE","00+",2021-12-31,2021-12-17,"-14 day ahead inc hosp","quantile",0.025,8013,"COVID-19"
"DE","00+",2021-12-31,2021-12-17,"-14 day ahead inc hosp","quantile",0.1,8122,"COVID-19"
"DE","00+",2021-12-31,2021-12-17,"-14 day ahead inc hosp","quantile",0.25,8236,"COVID-19"
"DE","00+",2021-12-31,2021-12-17,"-14 day ahead inc hosp","quantile",0.5,8383,"COVID-19"
"DE","00+",2021-12-31,2021-12-17,"-14 day ahead inc hosp","quantile",0.75,8552,"COVID-19"
"DE","00+",2021-12-31,2021-12-17,"-14 day ahead inc hosp","quantile",0.9,8725,"COVID-19"
"DE","00+",2021-12-31,2021-12-17,"-14 day ahead inc hosp","quantile",0.975,8942,"COVID-19"
"DE","00+",2021-12-31,2021-12-16,"-15 day ahead inc hosp","mean",NA,8657,"COVID-19"
"DE","00+",2021-12-31,2021-12-16,"-15 day ahead inc hosp","quantile",0.025,8292,"COVID-19"
"DE","00+",2021-12-31,2021-12-16,"-15 day ahead inc hosp","quantile",0.1,8392,"COVID-19"
"DE","00+",2021-12-31,2021-12-16,"-15 day ahead inc hosp","quantile",0.25,8497,"COVID-19"
"DE","00+",2021-12-31,2021-12-16,"-15 day ahead inc hosp","quantile",0.5,8633,"COVID-19"
"DE","00+",2021-12-31,2021-12-16,"-15 day ahead inc hosp","quantile",0.75,8791,"COVID-19"
"DE","00+",2021-12-31,2021-12-16,"-15 day ahead inc hosp","quantile",0.9,8953,"COVID-19"
"DE","00+",2021-12-31,2021-12-16,"-15 day ahead inc hosp","quantile",0.975,9156,"COVID-19"
"DE","00+",2021-12-31,2021-12-15,"-16 day ahead inc hosp","mean",NA,8961,"COVID-19"
"DE","00+",2021-12-31,2021-12-15,"-16 day ahead inc hosp","quantile",0.025,8630,"COVID-19"
"DE","00+",2021-12-31,2021-12-15,"-16 day ahead inc hosp","quantile",0.1,8720,"COVID-19"
"DE","00+",2021-12-31,2021-12-15,"-16 day ahead inc hosp","quantile",0.25,8816,"COVID-19"
"DE","00+",2021-12-31,2021-12-15,"-16 day ahead inc hosp","quantile",0.5,8940,"COVID-19"
"DE","00+",2021-12-31,2021-12-15,"-16 day ahead inc hosp","quantile",0.75,9084,"COVID-19"
"DE","00+",2021-12-31,2021-12-15,"-16 day ahead inc hosp","quantile",0.9,9231,"COVID-19"
"DE","00+",2021-12-31,2021-12-15,"-16 day ahead inc hosp","quantile",0.975,9417,"COVID-19"
"DE","00+",2021-12-31,2021-12-14,"-17 day ahead inc hosp","mean",NA,9137,"COVID-19"
"DE","00+",2021-12-31,2021-12-14,"-17 day ahead inc hosp","quantile",0.025,8848,"COVID-19"
"DE","00+",2021-12-31,2021-12-14,"-17 day ahead inc hosp","quantile",0.1,8927,"COVID-19"
"DE","00+",2021-12-31,2021-12-14,"-17 day ahead inc hosp","quantile",0.25,9010,"COVID-19"
"DE","00+",2021-12-31,2021-12-14,"-17 day ahead inc hosp","quantile",0.5,9119,"COVID-19"
"DE","00+",2021-12-31,2021-12-14,"-17 day ahead inc hosp","quantile",0.75,9244,"COVID-19"
"DE","00+",2021-12-31,2021-12-14,"-17 day ahead inc hosp","quantile",0.9,9372,"COVID-19"
"DE","00+",2021-12-31,2021-12-14,"-17 day ahead inc hosp","quantile",0.975,9533,"COVID-19"
"DE","00+",2021-12-31,2021-12-13,"-18 day ahead inc hosp","mean",NA,9474,"COVID-19"
"DE","00+",2021-12-31,2021-12-13,"-18 day ahead inc hosp","quantile",0.025,9213,"COVID-19"
"DE","00+",2021-12-31,2021-12-13,"-18 day ahead inc hosp","quantile",0.1,9285,"COVID-19"
"DE","00+",2021-12-31,2021-12-13,"-18 day ahead inc hosp","quantile",0.25,9360,"COVID-19"
"DE","00+",2021-12-31,2021-12-13,"-18 day ahead inc hosp","quantile",0.5,9457,"COVID-19"
"DE","00+",2021-12-31,2021-12-13,"-18 day ahead inc hosp","quantile",0.75,9570,"COVID-19"
"DE","00+",2021-12-31,2021-12-13,"-18 day ahead inc hosp","quantile",0.9,9685,"COVID-19"
"DE","00+",2021-12-31,2021-12-13,"-18 day ahead inc hosp","quantile",0.975,9829,"COVID-19"
"DE","00+",2021-12-31,2021-12-12,"-19 day ahead inc hosp","mean",NA,9708,"COVID-19"
"DE","00+",2021-12-31,2021-12-12,"-19 day ahead inc hosp","quantile",0.025,9460,"COVID-19"
"DE","00+",2021-12-31,2021-12-12,"-19 day ahead inc hosp","quantile",0.1,9528,"COVID-19"
"DE","00+",2021-12-31,2021-12-12,"-19 day ahead inc hosp","quantile",0.25,9600,"COVID-19"
"DE","00+",2021-12-31,2021-12-12,"-19 day ahead inc hosp","quantile",0.5,9693,"COVID-19"
"DE","00+",2021-12-31,2021-12-12,"-19 day ahead inc hosp","quantile",0.75,9799,"COVID-19"
"DE","00+",2021-12-31,2021-12-12,"-19 day ahead inc hosp","quantile",0.9,9907,"COVID-19"
"DE","00+",2021-12-31,2021-12-12,"-19 day ahead inc hosp","quantile",0.975,10043,"COVID-19"
"DE","00+",2021-12-31,2021-12-11,"-20 day ahead inc hosp","mean",NA,9807,"COVID-19"
"DE","00+",2021-12-31,2021-12-11,"-20 day ahead inc hosp","quantile",0.025,9582,"COVID-19"
"DE","00+",2021-12-31,2021-12-11,"-20 day ahead inc hosp","quantile",0.1,9644,"COVID-19"
"DE","00+",2021-12-31,2021-12-11,"-20 day ahead inc hosp","quantile",0.25,9710,"COVID-19"
"DE","00+",2021-12-31,2021-12-11,"-20 day ahead inc hosp","quantile",0.5,9794,"COVID-19"
"DE","00+",2021-12-31,2021-12-11,"-20 day ahead inc hosp","quantile",0.75,9890,"COVID-19"
