"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+",2021-12-13,2021-12-13,"0 day ahead inc hosp","mean",NA,7651,"COVID-19"
"DE","00+",2021-12-13,2021-12-13,"0 day ahead inc hosp","quantile",0.025,5980,"COVID-19"
"DE","00+",2021-12-13,2021-12-13,"0 day ahead inc hosp","quantile",0.1,6445,"COVID-19"
"DE","00+",2021-12-13,2021-12-13,"0 day ahead inc hosp","quantile",0.25,6930,"COVID-19"
"DE","00+",2021-12-13,2021-12-13,"0 day ahead inc hosp","quantile",0.5,7551,"COVID-19"
"DE","00+",2021-12-13,2021-12-13,"0 day ahead inc hosp","quantile",0.75,8263,"COVID-19"
"DE","00+",2021-12-13,2021-12-13,"0 day ahead inc hosp","quantile",0.9,8985,"COVID-19"
"DE","00+",2021-12-13,2021-12-13,"0 day ahead inc hosp","quantile",0.975,9886,"COVID-19"
"DE","00+",2021-12-13,2021-12-12,"-1 day ahead inc hosp","mean",NA,8060,"COVID-19"
"DE","00+",2021-12-13,2021-12-12,"-1 day ahead inc hosp","quantile",0.025,6337,"COVID-19"
"DE","00+",2021-12-13,2021-12-12,"-1 day ahead inc hosp","quantile",0.1,6807,"COVID-19"
"DE","00+",2021-12-13,2021-12-12,"-1 day ahead inc hosp","quantile",0.25,7305,"COVID-19"
"DE","00+",2021-12-13,2021-12-12,"-1 day ahead inc hosp","quantile",0.5,7949,"COVID-19"
"DE","00+",2021-12-13,2021-12-12,"-1 day ahead inc hosp","quantile",0.75,8694,"COVID-19"
"DE","00+",2021-12-13,2021-12-12,"-1 day ahead inc hosp","quantile",0.9,9456,"COVID-19"
"DE","00+",2021-12-13,2021-12-12,"-1 day ahead inc hosp","quantile",0.975,10414,"COVID-19"
"DE","00+",2021-12-13,2021-12-11,"-2 day ahead inc hosp","mean",NA,8444,"COVID-19"
"DE","00+",2021-12-13,2021-12-11,"-2 day ahead inc hosp","quantile",0.025,6799,"COVID-19"
"DE","00+",2021-12-13,2021-12-11,"-2 day ahead inc hosp","quantile",0.1,7250,"COVID-19"
"DE","00+",2021-12-13,2021-12-11,"-2 day ahead inc hosp","quantile",0.25,7726,"COVID-19"
"DE","00+",2021-12-13,2021-12-11,"-2 day ahead inc hosp","quantile",0.5,8339,"COVID-19"
"DE","00+",2021-12-13,2021-12-11,"-2 day ahead inc hosp","quantile",0.75,9049,"COVID-19"
"DE","00+",2021-12-13,2021-12-11,"-2 day ahead inc hosp","quantile",0.9,9773,"COVID-19"
"DE","00+",2021-12-13,2021-12-11,"-2 day ahead inc hosp","quantile",0.975,10682,"COVID-19"
"DE","00+",2021-12-13,2021-12-10,"-3 day ahead inc hosp","mean",NA,8906,"COVID-19"
"DE","00+",2021-12-13,2021-12-10,"-3 day ahead inc hosp","quantile",0.025,7411,"COVID-19"
"DE","00+",2021-12-13,2021-12-10,"-3 day ahead inc hosp","quantile",0.1,7825,"COVID-19"
"DE","00+",2021-12-13,2021-12-10,"-3 day ahead inc hosp","quantile",0.25,8258,"COVID-19"
"DE","00+",2021-12-13,2021-12-10,"-3 day ahead inc hosp","quantile",0.5,8815,"COVID-19"
"DE","00+",2021-12-13,2021-12-10,"-3 day ahead inc hosp","quantile",0.75,9455,"COVID-19"
"DE","00+",2021-12-13,2021-12-10,"-3 day ahead inc hosp","quantile",0.9,10106,"COVID-19"
"DE","00+",2021-12-13,2021-12-10,"-3 day ahead inc hosp","quantile",0.975,10921,"COVID-19"
"DE","00+",2021-12-13,2021-12-09,"-4 day ahead inc hosp","mean",NA,9261,"COVID-19"
"DE","00+",2021-12-13,2021-12-09,"-4 day ahead inc hosp","quantile",0.025,7929,"COVID-19"
"DE","00+",2021-12-13,2021-12-09,"-4 day ahead inc hosp","quantile",0.1,8300,"COVID-19"
"DE","00+",2021-12-13,2021-12-09,"-4 day ahead inc hosp","quantile",0.25,8686,"COVID-19"
"DE","00+",2021-12-13,2021-12-09,"-4 day ahead inc hosp","quantile",0.5,9181,"COVID-19"
