"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+",2022-02-25,2022-02-25,"0 day ahead inc hosp","mean",NA,10411,"COVID-19"
"DE","00+",2022-02-25,2022-02-25,"0 day ahead inc hosp","quantile",0.025,8168,"COVID-19"
"DE","00+",2022-02-25,2022-02-25,"0 day ahead inc hosp","quantile",0.1,8818,"COVID-19"
"DE","00+",2022-02-25,2022-02-25,"0 day ahead inc hosp","quantile",0.25,9477,"COVID-19"
"DE","00+",2022-02-25,2022-02-25,"0 day ahead inc hosp","quantile",0.5,10301,"COVID-19"
"DE","00+",2022-02-25,2022-02-25,"0 day ahead inc hosp","quantile",0.75,11225,"COVID-19"
"DE","00+",2022-02-25,2022-02-25,"0 day ahead inc hosp","quantile",0.9,12145,"COVID-19"
"DE","00+",2022-02-25,2022-02-25,"0 day ahead inc hosp","quantile",0.975,13277,"COVID-19"
"DE","00+",2022-02-25,2022-02-24,"-1 day ahead inc hosp","mean",NA,10223,"COVID-19"
"DE","00+",2022-02-25,2022-02-24,"-1 day ahead inc hosp","quantile",0.025,8327,"COVID-19"
"DE","00+",2022-02-25,2022-02-24,"-1 day ahead inc hosp","quantile",0.1,8870,"COVID-19"
"DE","00+",2022-02-25,2022-02-24,"-1 day ahead inc hosp","quantile",0.25,9425,"COVID-19"
"DE","00+",2022-02-25,2022-02-24,"-1 day ahead inc hosp","quantile",0.5,10124,"COVID-19"
"DE","00+",2022-02-25,2022-02-24,"-1 day ahead inc hosp","quantile",0.75,10913,"COVID-19"
"DE","00+",2022-02-25,2022-02-24,"-1 day ahead inc hosp","quantile",0.9,11703,"COVID-19"
"DE","00+",2022-02-25,2022-02-24,"-1 day ahead inc hosp","quantile",0.975,12679,"COVID-19"
"DE","00+",2022-02-25,2022-02-23,"-2 day ahead inc hosp","mean",NA,10101,"COVID-19"
"DE","00+",2022-02-25,2022-02-23,"-2 day ahead inc hosp","quantile",0.025,8540,"COVID-19"
"DE","00+",2022-02-25,2022-02-23,"-2 day ahead inc hosp","quantile",0.1,8989,"COVID-19"
"DE","00+",2022-02-25,2022-02-23,"-2 day ahead inc hosp","quantile",0.25,9447,"COVID-19"
"DE","00+",2022-02-25,2022-02-23,"-2 day ahead inc hosp","quantile",0.5,10022,"COVID-19"
"DE","00+",2022-02-25,2022-02-23,"-2 day ahead inc hosp","quantile",0.75,10669,"COVID-19"
"DE","00+",2022-02-25,2022-02-23,"-2 day ahead inc hosp","quantile",0.9,11316,"COVID-19"
"DE","00+",2022-02-25,2022-02-23,"-2 day ahead inc hosp","quantile",0.975,12115,"COVID-19"
