"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+",2022-03-24,2022-03-24,"0 day ahead inc hosp","mean",NA,11843,"COVID-19"
"DE","00+",2022-03-24,2022-03-24,"0 day ahead inc hosp","quantile",0.025,9469,"COVID-19"
"DE","00+",2022-03-24,2022-03-24,"0 day ahead inc hosp","quantile",0.1,10166,"COVID-19"
"DE","00+",2022-03-24,2022-03-24,"0 day ahead inc hosp","quantile",0.25,10866,"COVID-19"
"DE","00+",2022-03-24,2022-03-24,"0 day ahead inc hosp","quantile",0.5,11735,"COVID-19"
"DE","00+",2022-03-24,2022-03-24,"0 day ahead inc hosp","quantile",0.75,12702,"COVID-19"
"DE","00+",2022-03-24,2022-03-24,"0 day ahead inc hosp","quantile",0.9,13660,"COVID-19"
"DE","00+",2022-03-24,2022-03-24,"0 day ahead inc hosp","quantile",0.975,14832,"COVID-19"
"DE","00+",2022-03-24,2022-03-23,"-1 day ahead inc hosp","mean",NA,11825,"COVID-19"
"DE","00+",2022-03-24,2022-03-23,"-1 day ahead inc hosp","quantile",0.025,9858,"COVID-19"
"DE","00+",2022-03-24,2022-03-23,"-1 day ahead inc hosp","quantile",0.1,10433,"COVID-19"
"DE","00+",2022-03-24,2022-03-23,"-1 day ahead inc hosp","quantile",0.25,11013,"COVID-19"
"DE","00+",2022-03-24,2022-03-23,"-1 day ahead inc hosp","quantile",0.5,11733,"COVID-19"
"DE","00+",2022-03-24,2022-03-23,"-1 day ahead inc hosp","quantile",0.75,12537,"COVID-19"
"DE","00+",2022-03-24,2022-03-23,"-1 day ahead inc hosp","quantile",0.9,13334,"COVID-19"
"DE","00+",2022-03-24,2022-03-23,"-1 day ahead inc hosp","quantile",0.975,14311,"COVID-19"
"DE","00+",2022-03-24,2022-03-22,"-2 day ahead inc hosp","mean",NA,11526,"COVID-19"
"DE","00+",2022-03-24,2022-03-22,"-2 day ahead inc hosp","quantile",0.025,10035,"COVID-19"
"DE","00+",2022-03-24,2022-03-22,"-2 day ahead inc hosp","quantile",0.1,10476,"COVID-19"
"DE","00+",2022-03-24,2022-03-22,"-2 day ahead inc hosp","quantile",0.25,10917,"COVID-19"
"DE","00+",2022-03-24,2022-03-22,"-2 day ahead inc hosp","quantile",0.5,11461,"COVID-19"
"DE","00+",2022-03-24,2022-03-22,"-2 day ahead inc hosp","quantile",0.75,12065,"COVID-19"
"DE","00+",2022-03-24,2022-03-22,"-2 day ahead inc hosp","quantile",0.9,12661,"COVID-19"
"DE","00+",2022-03-24,2022-03-22,"-2 day ahead inc hosp","quantile",0.975,13388,"COVID-19"
